Mod:Item:MetaData, Localized Name
storagedrawers:controllerslave, 管理器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:framingtable, 成型台
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级 (I)
storagedrawers:upgrade_storage:1, 抽屉容量升级 (II)
storagedrawers:upgrade_storage:2, 抽屉容量升级 (III)
storagedrawers:upgrade_storage:3, 抽屉容量升级 (IV)
storagedrawers:upgrade_storage:4, 抽屉容量升级 (V)
storagedrawers:upgrade_one_stack, 抽屉容量降级
storagedrawers:upgrade_status:0, 状态显示升级 (I)
storagedrawers:upgrade_status:1, 状态显示升级 (II)
storagedrawers:upgrade_void, 清空升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最多）
storagedrawers:upgrade_redstone:2, 红石升级（最少）
storagedrawers:drawer_key, 绑定钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 数量钥匙
storagedrawers:tape, 打包带
thaumicaugmentation:vis_regenerator, Vis Regenerator
thaumicaugmentation:warded_chest, Warded Chest
thaumicaugmentation:temporary_light, Casted Light
thaumicaugmentation:gauntlet:0, Thaumium Caster's Gauntlet
thaumicaugmentation:gauntlet:1, Voidseer Caster's Gauntlet
thaumicaugmentation:material:0, Vis Regeneration Lattice
thaumicaugmentation:material:1, Warding Sigil
thaumicaugmentation:material:2, Amalgamated Gear
thaumicaugmentation:seal_copier, Seal Copier
thaumicaugmentation:arcane_door:0, Wooden Arcane Door
thaumicaugmentation:arcane_door:1, Thaumium Arcane Door
thaumicaugmentation:key:0, Iron Key
thaumicaugmentation:key:1, Brass key
thaumicaugmentation:key:2, Thaumium Key
thaumicaugmentation:void_boots, Boots of the Riftstrider
thaumicaugmentation:rift_seed:0, Flux Rift Seed
thaumicaugmentation:rift_seed:0, Flux Rift Seed
tombstone:decorative_grave_simple, Simple Grave
tombstone:decorative_grave_normal, Normal Grave
tombstone:decorative_grave_cross, Cross Grave
tombstone:decorative_tombstone, Tombstone
tombstone:dark_marble, Dark Marble
tombstone:grave_key, Grave's Key
tombstone:scroll_of_knowledge, Scroll of Knowledge
tombstone:scroll_buff:0, §6Scroll of Preservation
tombstone:scroll_buff:1, §6Scroll of Unstable Intangibility
tombstone:scroll_buff:2, §6Scroll of Feather Falling
tombstone:scroll_buff:3, §6Scroll of Purification
tombstone:scroll_buff:4, §6Scroll of True Sight
tombstone:tablet_of_recall, Tablet of Recall
tombstone:tablet_of_assistance, Tablet of Assistance
tombstone:fishing_rod_of_misadventure, Fishing Rod of Misadventure
tombstone:lost_tablet, Lost Tablet
tombstone:dust_of_vanishing, Dust of Vanishing
tombstone:soul_receptacle, Soul Receptacle
tombstone:voodoo_poppet, Voodoo Poppet
tombstone:book_of_disenchantment, Book of Disenchantment
tombstone:strange_scroll, item.strange_scroll.name
tombstone:strange_tablet, item.strange_tablet.name
tombstone:grave_dust, item.grave_dust.name
tombstone:ankh_of_pray, Ânkh of Pray
tombstone:lollypop:0, Halloween Lollipop
tombstone:lollypop:1, Halloween Lollipop
tombstone:lollypop:2, Halloween Lollipop
tombstone:lollypop:3, Halloween Lollipop
tombstone:lollypop:4, Halloween Lollipop
tombstone:advancement:0, item.null.name
tombstone:advancement:1, item.null.name
tombstone:advancement:2, item.null.name
tombstone:advancement:3, item.null.name
tombstone:advancement:4, item.null.name
tombstone:advancement:5, item.null.name
voidcraft:blockvoidcrystal, tile.voidcraft.blockvoidcrystal.name
voidcraft:orevoidcrystal, tile.voidcraft.orevoidcrystal.name
voidcraft:blockfakebedrock, tile.voidcraft.blockfakebedrock.name
voidcraft:blockfakebedrockfarmland, tile.voidcraft.blockfakebedrockfarmland.name
voidcraft:blockfakebedrockfence, tile.voidcraft.blockfakebedrockfence.name
voidcraft:blockfakebedrockstairs, tile.voidcraft.blockfakebedrockstairs.name
voidcraft:blocknobreak, tile.voidcraft.blocknobreak.name
voidcraft:blockvoidbrick, tile.voidcraft.blockvoidbrick.name
voidcraft:blockvoidfence, tile.voidcraft.blockvoidfence.name
voidcraft:blockvoidstairs, tile.voidcraft.blockvoidstairs.name
voidcraft:aiblock, tile.voidcraft.aiblock.name
voidcraft:blockrealityhole, tile.voidcraft.blockrealityhole.name
voidcraft:ritualblock, tile.voidcraft.ritualblock.name
voidcraft:cosmicmaterial, tile.voidcraft.cosmicmaterial.name
voidcraft:starforge, tile.voidcraft.starforge.name
voidcraft:starforgestation, tile.voidcraft.starforgestation.name
voidcraft:blockportalvoid, tile.voidcraft.blockportalvoid.name
voidcraft:blockportalxia, tile.voidcraft.blockportalxia.name
voidcraft:firevoid, tile.voidcraft.firevoid.name
voidcraft:voidmacerator, tile.voidcraft.voidmacerator.name
voidcraft:voidblastfurnace, tile.voidcraft.voidblastfurnace.name
voidcraft:heimdall, tile.voidcraft.heimdall.name
voidcraft:voidbox, tile.voidcraft.voidbox.name
voidcraft:voidinfuserinert, tile.voidcraft.voidinfuserinert.name
voidcraft:voidinfuser, tile.voidcraft.voidinfuser.name
voidcraft:voidicgen, tile.voidcraft.voidicgen.name
voidcraft:voidiccable, tile.voidcraft.voidiccable.name
voidcraft:voidiccharger, tile.voidcraft.voidiccharger.name
voidcraft:realitystabilizer, tile.voidcraft.realitystabilizer.name
voidcraft:voidicalchemytable, tile.voidcraft.voidicalchemytable.name
voidcraft:realityteleporterblock, tile.voidcraft.realityteleporterblock.name
voidcraft:voidicanchor, tile.voidcraft.voidicanchor.name
voidcraft:voidiccrystallizer, tile.voidcraft.voidiccrystallizer.name
voidcraft:etherealplant, tile.voidcraft.etherealplant.name
voidcraft:blockspellicespike, tile.voidcraft.blockspellicespike.name
voidcraft:creationforge, tile.voidcraft.creationforge.name
voidcraft:creationforge_ray, tile.voidcraft.creationforge_ray.name
voidcraft:blockfakebedrockhalfslab:0, tile.voidcraft.blockfakebedrockhalfslab.name
voidcraft:blockvoidbrickhalfslab:0, tile.voidcraft.blockvoidbrickhalfslab.name
voidcraft:blockvoidfluid, tile.voidcraft.blockvoidfluid.name
voidcraft:blockacidfluid, tile.voidcraft.blockacidfluid.name
voidcraft:blockarcanesludgefluid, tile.voidcraft.blockarcanesludgefluid.name
voidcraft:vademecum, item.voidcraft.vademecum.name
voidcraft:emptyobsidianflask, item.voidcraft.emptyobsidianflask.name
voidcraft:obsidianflask, item.voidcraft.obsidianflask.name
voidcraft:flask_fire, item.voidcraft.flask_fire.name
voidcraft:flask_freeze, item.voidcraft.flask_freeze.name
voidcraft:flask_shock, item.voidcraft.flask_shock.name
voidcraft:flask_acid, item.voidcraft.flask_acid.name
voidcraft:flask_void, item.voidcraft.flask_void.name
voidcraft:ectoplasm, item.voidcraft.ectoplasm.name
voidcraft:voidcrystal, item.voidcraft.voidcrystal.name
voidcraft:voidchain, item.voidcraft.voidchain.name
voidcraft:moltenvoidchain, item.voidcraft.moltenvoidchain.name
voidcraft:moltenvoidchainpart, item.voidcraft.moltenvoidchainpart.name
voidcraft:burnbone, item.voidcraft.burnbone.name
voidcraft:voidstar, item.voidcraft.voidstar.name
voidcraft:chainedskull, item.voidcraft.chainedskull.name
voidcraft:voidcloth, item.voidcraft.voidcloth.name
voidcraft:voidcrystalbucket, item.voidcraft.voidcrystalbucket.name
voidcraft:voidicessence, item.voidcraft.voidicessence.name
voidcraft:voidicphlogiston, item.voidcraft.voidicphlogiston.name
voidcraft:voidicdragonscale, item.voidcraft.voidicdragonscale.name
voidcraft:astralessence, item.voidcraft.astralessence.name
voidcraft:quorifragment, item.voidcraft.quorifragment.name
voidcraft:voidicsteel, item.voidcraft.voidicsteel.name
voidcraft:quartzdust, item.voidcraft.quartzdust.name
voidcraft:coaldust, item.voidcraft.coaldust.name
voidcraft:irondust, item.voidcraft.irondust.name
voidcraft:golddust, item.voidcraft.golddust.name
voidcraft:copperdust, item.voidcraft.copperdust.name
voidcraft:tindust, item.voidcraft.tindust.name
voidcraft:leaddust, item.voidcraft.leaddust.name
voidcraft:lapisdust, item.voidcraft.lapisdust.name
voidcraft:emeralddust, item.voidcraft.emeralddust.name
voidcraft:diamonddust, item.voidcraft.diamonddust.name
voidcraft:debugger, item.voidcraft.debugger.name
voidcraft:voidicsuppressor, item.voidcraft.voidicsuppressor.name
voidcraft:voidicdrill, item.voidcraft.voidicdrill.name
voidcraft:realityteleporter, item.voidcraft.realityteleporter.name
voidcraft:voidcrystalshield, item.voidcraft.voidcrystalshield.name
voidcraft:etherealseed, item.voidcraft.etherealseed.name
voidcraft:etherealfruit, item.voidcraft.etherealfruit.name
voidcraft:etherealfruit_redstone, item.voidcraft.etherealfruit_redstone.name
voidcraft:etherealfruit_lapis, item.voidcraft.etherealfruit_lapis.name
voidcraft:etherealfruit_gold, item.voidcraft.etherealfruit_gold.name
voidcraft:etherealfruit_emerald, item.voidcraft.etherealfruit_emerald.name
voidcraft:etherealfruit_diamond, item.voidcraft.etherealfruit_diamond.name
voidcraft:dreambed, item.voidcraft.dreambed.name
voidcraft:creativevoidbucket, item.voidcraft.creativevoidbucket.name
voidcraft:voidhelmet, item.voidcraft.voidhelmet.name
voidcraft:voidchest, item.voidcraft.voidchest.name
voidcraft:voidlegs, item.voidcraft.voidlegs.name
voidcraft:voidboots, item.voidcraft.voidboots.name
voidcraft:xiahelmet:0, item.voidcraft.xiahelmet.name
voidcraft:xiachest:0, item.voidcraft.xiachest.name
voidcraft:xialegs:0, item.voidcraft.xialegs.name
voidcraft:xiaboots:0, item.voidcraft.xiaboots.name
voidcraft:voidpickaxe, item.voidcraft.voidpickaxe.name
voidcraft:voidshovel, item.voidcraft.voidshovel.name
voidcraft:voidaxe, item.voidcraft.voidaxe.name
voidcraft:voidsword, item.voidcraft.voidsword.name
voidcraft:voidhoe, item.voidcraft.voidhoe.name
voidcraft:angelicsword, item.voidcraft.angelicsword.name
voidcraft:spectrepickaxe, item.voidcraft.spectrepickaxe.name
voidcraft:spectreaxe, item.voidcraft.spectreaxe.name
voidcraft:spectrespade, item.voidcraft.spectrespade.name
voidcraft:spectrehoe, item.voidcraft.spectrehoe.name
voidcraft:chainsword, item.voidcraft.chainsword.name
voidcraft:moltensword, item.voidcraft.moltensword.name
voidcraft:archsword, item.voidcraft.archsword.name
voidcraft:demonsword, item.voidcraft.demonsword.name
voidcraft:starforgedsword, item.voidcraft.starforgedsword.name
voidcraft:starforgedpickaxe, item.voidcraft.starforgedpickaxe.name
voidcraft:starforgedaxe, item.voidcraft.starforgedaxe.name
voidcraft:starforgedshovel, item.voidcraft.starforgedshovel.name
primal_tech:flint_block, Flint Block
primal_tech:charcoal_block, Low Grade Charcoal
primal_tech:clay_kiln, Clay Kiln
primal_tech:stick_bundle, Stick Bundle
primal_tech:fibre_torch, Un-Lit Fibre Torch
primal_tech:wooden_hopper, Wopper Mk2 :P
primal_tech:charcoal_hopper, Flame Grilled Wopper
primal_tech:fibre_torch_lit, Lit Fibre Torch
primal_tech:work_stump, Work Stump
primal_tech:stone_grill, Stone Grill
primal_tech:work_stump_upgraded, Work Stump Mk2
primal_tech:water_saw, Water Powered Saw
primal_tech:stone_anvil, Stone Anvil
primal_tech:wooden_basin, Wooden Basin
primal_tech:fire_sticks, Whittled Fire Sticks
primal_tech:bone_pickaxe, Bone Pickaxe
primal_tech:bone_axe, Bone Axe
primal_tech:bone_shovel, Bone Shovel
primal_tech:bone_shears, Bone Shears
primal_tech:fluid_bladder:0, Fluid Bladder
primal_tech:bone_shard, Bone Shard
primal_tech:plant_fibres, Plant Fibres
primal_tech:twine, Twine
primal_tech:rock, Crafting Rock
primal_tech:wood_club, Wood Club
primal_tech:bone_club, Bone Club
primal_tech:stone_club, Stone Club
primal_tech:flint_edged_disc, Water Powered Saw Blade
primal_tech:bone_sword, Bone Sword
primal_tech:bone_knife, Bone Knife
primal_tech:stone_mallet, Stone Mallet
primal_tech:leaf_bed, Bed of Straw and Leaves
agricraft:seed_analyzer, 种子分析仪
agricraft:peripheral, 数控种子分析仪
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_tank:0, 木质水箱
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_normal:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_full:0, 木质浇灌水道
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:water_channel_valve:0, 木质水道阀门
agricraft:sprinkler, 洒水壶
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:grate:0, 木格栅
agricraft:crop_sticks, 作物架
agricraft:journal, 农学研究随笔
agricraft:trowel, 园丁铲
agricraft:debugger, 调试器
agricraft:rake:0, 木耙
agricraft:rake:1, 铁耙
agricraft:clipper, 剪枝器
agricraft:clipping, 接穗
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_nugget:0, 绿宝石粒
agricraft:agri_nugget:1, 钻石粒
agricraft:agri_nugget:2, 石英碎片
agricraft:agri_nugget:3, 铁粒
agricraft:agri_nugget:4, 铜粒
agricraft:agri_nugget:5, 锡粒
agricraft:agri_nugget:6, 铅粒
agricraft:agri_nugget:7, 银粒
agricraft:agri_nugget:8, 铝粒
agricraft:agri_nugget:9, 镍粒
agricraft:agri_nugget:10, 铂粒
agricraft:agri_nugget:11, 锇粒
agricraft:agri_nugget:12, 未知碎片
agricraft:magnifying_glass, 放大镜
astralsorcery:itemcraftingcomponent:0, 海蓝宝石
astralsorcery:itemcraftingcomponent:1, 星辉锭
astralsorcery:itemcraftingcomponent:2, 星尘
astralsorcery:itemcraftingcomponent:3, 玻璃透镜
astralsorcery:itemcraftingcomponent:4, 共振宝石
astralsorcery:itemcraftingcomponent:5, 羊皮纸
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:iteminfusedglass, 聚能玻璃
astralsorcery:itemrockcrystalsimple:0, 水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemcelestialcrystal:0, 天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemjournal, 星芒宝典
astralsorcery:itemhandtelescope, 望远镜
astralsorcery:itemlinkingtool, 链接器
astralsorcery:itemwand, 共鸣星杖
astralsorcery:itemsextant, 六分仪
astralsorcery:itemilluminationwand, 照明星杖
astralsorcery:itemcoloredlens:0, 彩色透镜
astralsorcery:itemcoloredlens:1, 彩色透镜
astralsorcery:itemcoloredlens:2, 彩色透镜
astralsorcery:itemcoloredlens:3, 彩色透镜
astralsorcery:itemcoloredlens:4, 彩色透镜
astralsorcery:itemcoloredlens:5, 彩色透镜
astralsorcery:itemcoloredlens:6, 彩色透镜
astralsorcery:itemskyresonator, 法斯刻共振器
astralsorcery:itemshiftingstar, 更替之星
astralsorcery:itemarchitectwand, 秩序星杖
astralsorcery:itemexchangewand, 转位星杖
astralsorcery:itemgrapplewand, 冲击星杖
astralsorcery:itemusabledust:0, 辉光粉
astralsorcery:itemusabledust:1, 暗夜粉
astralsorcery:itemknowledgeshare, 知识共享卷轴
astralsorcery:itemperkseal, 封闭印章
astralsorcery:itemknowledgefragment, 微光卷轴
astralsorcery:itemfragmentcapsule, 闪光星核
astralsorcery:itemperkgem:0, 奥瑞尔宝石
astralsorcery:itemperkgem:1, 伊利姆宝石
astralsorcery:itemperkgem:2, 芙荙姆宝石
astralsorcery:itemcrystalpickaxe, 水晶石镐
astralsorcery:itemcrystalshovel, 水晶石锹
astralsorcery:itemcrystalaxe, 水晶石斧
astralsorcery:itemcrystalsword, 水晶石剑
astralsorcery:itemchargedcrystalaxe, 充能水晶石斧
astralsorcery:itemchargedcrystalsword, 充能水晶石剑
astralsorcery:itemchargedcrystalpickaxe, 充能水晶石镐
astralsorcery:itemchargedcrystalshovel, 充能水晶石锹
astralsorcery:itemcape, 星斗披风
astralsorcery:itemenchantmentamulet, 璀璨棱镜
astralsorcery:blockmarblestairs, 大理石楼梯
astralsorcery:blockflarelight, 不稳定耀斑
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, 遏制圣杯
astralsorcery:blockbore, 万象泉
astralsorcery:blockattunementaltar, 共鸣祭坛
astralsorcery:blockattunementrelay, 光波增幅器
astralsorcery:blockwell, 聚星缸
astralsorcery:blockworldilluminator, 洞穴照明器
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, 星能聚合器
astralsorcery:blockrituallink, 效应链接通道
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, 烽火树
astralsorcery:blocktranslucentblock, 半透明方块
astralsorcery:blockmapdrawingtable, 群星映射台
astralsorcery:blockcelestialgateway, 天体星门
astralsorcery:blockobservatory, 瞭望台
astralsorcery:blocklens, 透镜
astralsorcery:blockprism, 棱镜
astralsorcery:blockmarbleslab:0, 大理石台阶
astralsorcery:blockcustomore:0, 水晶石矿石
astralsorcery:blockcustomore:1, 星辉矿石
astralsorcery:blockcustomsandore:0, 海蓝宝石砂岩
astralsorcery:blockcustomflower:0, 微光苋
astralsorcery:blockmarble:0, 大理石
astralsorcery:blockmarble:1, 大理石砖
astralsorcery:blockmarble:2, 大理石柱
astralsorcery:blockmarble:3, 大理石横梁
astralsorcery:blockmarble:4, 雕纹大理石
astralsorcery:blockmarble:5, 凹面大理石
astralsorcery:blockmarble:6, 精致大理石柱
astralsorcery:blockblackmarble:0, 熏黑大理石
astralsorcery:blockblackmarble:1, 熏黑大理石砖
astralsorcery:blockblackmarble:2, 熏黑大理石柱
astralsorcery:blockblackmarble:3, 熏黑大理石横梁
astralsorcery:blockblackmarble:4, 雕纹熏黑大理石
astralsorcery:blockblackmarble:5, 凹面熏黑大理石
astralsorcery:blockblackmarble:6, 精致熏黑大理石
astralsorcery:blockinfusedwood:0, 聚星木
astralsorcery:blockinfusedwood:1, 聚星木板
astralsorcery:blockinfusedwood:2, 聚星木柱
astralsorcery:blockinfusedwood:3, 聚星木横梁
astralsorcery:blockinfusedwood:4, 凹面聚星木
astralsorcery:blockinfusedwood:5, 刻纹聚星木
astralsorcery:blockinfusedwood:6, 抛光聚星木
astralsorcery:blockborehead:0, 纳耳狂曼喷口
astralsorcery:blockborehead:1, 费萨利德喷口
astralsorcery:blockmachine:0, 天文望远镜
astralsorcery:blockmachine:1, 砂轮
astralsorcery:blockcelestialcrystals:0, 天体水晶簇
astralsorcery:blockcelestialcrystals:1, 天体水晶簇
astralsorcery:blockcelestialcrystals:2, 天体水晶簇
astralsorcery:blockcelestialcrystals:3, 天体水晶簇
astralsorcery:blockcelestialcrystals:4, 天体水晶簇
astralsorcery:blockgemcrystals:0, =宝石水晶簇
astralsorcery:blockgemcrystals:1, 宝石水晶簇
astralsorcery:blockgemcrystals:2, 宝石水晶簇
astralsorcery:blockgemcrystals:3, 宝石水晶簇
astralsorcery:blockgemcrystals:4, 宝石水晶簇
astralsorcery:blockstructural:0, 天文望远镜
astralsorcery:blockritualpedestal, 效应放大器
astralsorcery:blockaltar:0, 星辉合成台
astralsorcery:blockaltar:1, 星辉祭坛
astralsorcery:blockaltar:2, 天辉祭坛
astralsorcery:blockaltar:3, 五彩祭坛
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
base:wrench, 扳手
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
